2269530254	845015235	28430	5632	6	0	56427
3951045291	1506947630	44712	62004	6	1	36953
1313654561	4075761028	57896	6789	6	2	40148
3951045290	1506947619	16453	62706	6	3	9218
1313654562	4075761106	41802	30899	6	4	47246
3951049958	1506947622	53752	1704	6	5	73265
619164328	845015947	8899	5555	6	6	52294
2269530241	845015941	49606	2308	6	7	14116
3951045289	1506947641	9488	8099	6	8	61706
1313668243	4075761021	25122	6889	6	9	70555
3951099201	2744436817	14193	1521	6	10	91810
3951045293	1506947588	53755	1708	6	11	34669
1313654562	4075761003	34218	30211	6	12	24612
3951045288	2744436860	46229	1712	6	13	35360
2269530249	4075761011	36749	80	6	14	26372
619164366	2744436762	65362	20	6	15	9131
3951045284	2744436811	25864	14753	6	16	50803
1313654651	4075761332	41119	1432	6	17	79696
2269530252	4075761016	27212	62004	6	18	26072
619164360	1506947623	41709	5540	6	19	8241
3951045291	4075760915	21301	1733	6	20	32244
619164361	1506947602	9312	1221	6	21	29406
1313654150	4075761011	6637	32200	6	22	68362
619164364	845015940	42927	1221	6	23	9127
3951045335	2744423029	2143	32201	6	24	90663
619164361	1506948958	50167	5555	6	25	54760
618980179	1506947411	28797	14304	6	26	104361
1313654560	4075761021	50338	5543	17	27	3647
619164361	1506947645	23269	1715	6	28	18135
619164367	2744436738	45581	14753	6	29	26849
3951045291	1506947618	31247	6849	17	30	3049
2269530128	845015938	34456	1489	6	31	47798
1313654566	1506947624	42449	7570	6	32	66759
3951045292	4075569568	7424	5540	6	33	89228
619116109	2744399494	23606	14452	6	34	103416
2269530248	2744436765	61295	1221	6	35	18610
2269528880	845015939	10204	1540	6	36	70440
3951045289	1506947629	53977	19856	6	37	17271
2269530255	2744436747	18040	1344	6	38	60104
3951045307	1503416310	20357	17543	6	39	101646
1313654572	4075760990	44031	1715	6	40	42903
619163995	2744436763	63728	30211	6	41	51394
619164362	2744463130	37511	1221	6	42	83979
3951045287	2744436762	10202	1221	17	43	14063
2269530253	4075760951	11029	1717	6	44	32467
619164601	1506947619	11283	5632	6	45	46746
1313654561	4075760941	40006	2200	6	46	55645
1930483652	4070791050	14325	46766	17	47	108886
2269530368	845015941	6348	1521	17	48	46508
619164360	2744437299	41845	61303	6	49	71367
3951045288	2744438238	16620	65500	6	50	62043
619164365	2744426329	65362	80	6	51	83621
